FeatureID,Name,Formula,calc_mw,mz,rt,annot_source,Annot. Source: mzVault Search
Feature1091,NA,C14 H26 N O P S,287.1479,288.15518,1.047,NA,No results
Feature1090,NA,C22 H39 N5 O P2 S,483.23272,484.23999,7.117,NA,No results
Feature1089,NA,C5 H N3 O,119.01233,120.0196,0.977,NA,No results
Feature1088,NA,C17 H22 N5 O16 P,583.08127,584.08855,1.528,NA,No results
Feature1087,NA,C9 H14 N2 O3,198.10024,199.10752,7.671,NA,No results
Feature1086,NA,C2 H7 N2 O2 P S3,217.94083,218.94803,0.977,NA,No results
Feature1085,NA,C9 H14 N3 O8 P,323.0518,324.05908,2.576,NA,No results
Feature1084,NA,C11 H22 N10 O P2 S,404.11929,405.12657,1.177,NA,No results
Feature1083,NA,NA,167.08553,168.09281,7.301,NA,No results
Feature1082,NA,C9 H19 N O6 S,269.09309,270.10037,1.367,NA,No results
Feature1081,NA,C9 H14 N2 O7,262.07987,263.08715,1.392,NA,No results
Feature1080,NA,C11 H8 N8 O6 P2,410.00509,411.01237,1.088,NA,No results
Feature1079,NA,C2 H8 N3 O2 P,137.03544,138.04272,6.532,NA,No results
Feature1078,NA,C4 H5 N O,83.03709,84.04437,3.401,NA,No results
Feature1077,NA,C9 H17 N O5,219.11049,220.11777,1.991,NA,No results
Feature1076,NA,C14 H29 N3 O8 S,399.16567,400.17294,9.064,NA,No results
Feature1075,5-Nitro-o-toluidine,C7 H8 N2 O2,152.05849,153.06576,6.362,mzCloud,No results
Feature1074,NA,C6 H9 N O,111.06826,112.07555,1.56,NA,No results
Feature1073,NA,C11 H16 N2 O6,272.10063,273.1079,1.356,NA,No results
Feature1072,NA,C4 H9 N S,103.04548,104.05276,2.494,NA,No results
Feature1071,NA,C5 H9 N,83.07347,84.08074,1.06,NA,No results
Feature1070,NA,C6 H7 N5 O,165.06498,166.07226,5.343,NA,No results
Feature1069,NA,C7 H13 N O4,175.08432,176.0916,1.17,NA,No results
Feature1068,EPK,C16 H28 N4 O6,186.10032,187.1076,1.558,mzCloud,No results
Feature1067,NA,C15 H39 N6 O12 P,526.23846,527.24573,6.798,NA,No results
Feature1066,NA,C5 H6 N2 O5 S2,237.97195,238.97923,1.338,NA,No results
Feature1065,NA,C18 H40 N7 O6 P3,543.22751,544.23478,1.029,NA,No results
Feature1064,NA,C10 H19 N3 O5,261.13228,262.13956,1.137,NA,No results
Feature1063,NA,C12 H21 N O6,275.13667,276.14395,6.057,NA,No results
Feature1062,NA,C H4 O7,127.99591,146.02974,0.976,NA,No results
Feature1061,NA,C2 H4 N6 O2 P2,205.98758,206.99486,3.374,NA,No results
Feature1060,L-Glutathione (reduced),C10 H17 N3 O6 S,307.08363,308.09091,1.735,mzCloud,No results
Feature1059,NA,C6 H10 O5,162.05273,180.08655,2.127,NA,No results
Feature1058,U-69593,C22 H32 N2 O2,356.24211,357.24939,1.535,mzCloud,No results
Feature1057,NA,C5 H8 N4 O3,172.05952,173.0668,2.098,NA,No results
Feature1056,4-Hydroxybenzaldehyde,C7 H6 O2,122.03663,123.04391,4.284,mzCloud,No results
Feature1055,NA,C4 H14 N10 O10 S,394.06008,395.06736,6.534,NA,No results
Feature1054,NA,C8 H12 N2 O3,184.08465,185.09192,6.075,NA,No results
Feature1053,NA,C9 H18 N4 O4,246.1325,247.13977,1.171,NA,No results
Feature1052,NA,C6 H18 N10 O6 S3,422.05508,423.06229,6.533,NA,No results
Feature1051,NA,C8 H20 N3 O11 P3,427.02921,428.03649,1.971,NA,No results
Feature1050,NA,C23 H30 N3 O3 P S,459.17323,460.18051,15.479,NA,No results
Feature1049,NA,C19 H17 N O P2,337.07959,338.08687,10.333,NA,No results
Feature1048,NA,C14 H27 N3 O9,381.17457,382.18185,1.024,NA,No results
Feature1047,"[Similar to: 2-oxa-4-azatetracyclo[6.3.1.1~6,10~.0~1,5~]tridecan-3-one; ΔMass: -0.0696 Da]",C6 H11 N O4 S,193.04069,194.04797,1.528,NA,No results
Feature1046,NA,C12 H14 N2 O4,250.09522,251.1025,12.079,NA,No results
Feature1045,NA,C14 H39 N8 O15 P S5,750.0872,751.09447,1.212,NA,No results
Feature1044,NA,C2 H8 N3 O2 P,137.03544,138.04271,3.309,NA,No results
Feature1043,NA,C10 H20 N4 O3,244.15331,245.16059,6.059,NA,No results
Feature1042,NA,C7 H13 N7 O S2,275.06314,298.05229,1.532,NA,No results
Feature1041,N6-Me-Adenosine,C11 H15 N5 O4,281.11222,282.1195,3.885,mzCloud,No results
Feature1040,NA,C10 H18 O9,282.09619,283.10347,7.486,NA,No results
Feature1039,Methionine sulfoxide,C5 H11 N O3 S,148.01933,149.02661,2.497,mzCloud,No results
Feature1038,7-Methylguanosine,C11 H15 N5 O5,297.10711,298.11439,7.66,mzCloud,No results
Feature1037,NA,C5 H10 N2 O3,146.06906,147.07633,3.494,NA,No results
Feature1036,NA,C6 H18 N9 O3 P,295.1278,296.13508,9.539,NA,No results
Feature1035,NA,C9 H10 N2 O4,210.0639,211.07121,2.628,NA,No results
Feature1034,NA,C11 H18 N2 O5,258.12142,259.12869,3.825,NA,No results
Feature1033,NA,C10 H19 N3 O5,261.1322,262.13948,1.177,NA,No results
Feature1032,NA,C9 H24 N6 O5 S2,360.12649,383.11573,1.203,NA,No results
Feature1031,NA,C5 H8 O4,132.04214,133.04941,1.371,NA,No results
Feature1030,NA,C5 H18 N7 O7 P S,351.07337,352.08065,1.535,NA,No results
Feature1029,NA,C8 H11 N O5,201.06354,202.07082,1.236,NA,No results
Feature1028,NA,C13 H16 N8 O2,316.13815,317.14544,3.393,NA,No results
Feature1027,NA,C23 H24 O,316.18197,317.18924,14.676,NA,No results
Feature1026,NA,C8 H9 N O8 S3,342.94761,343.95489,8.619,NA,No results
Feature1025,NA,C8 H12 N2 O4,200.07956,201.08684,2.476,NA,No results
Feature1024,NA,C17 H13 N9 O3 S,423.08674,424.09402,6.55,NA,No results
Feature1023,NA,C11 H20 N2 O8,308.12172,309.129,1.246,NA,No results
Feature1022,[Similar to: 1-O-(28-Oxo-3-{[pentopyranosyl-(1-2)pentopyranosyl-(1-6)-2-acetamido-2-deoxyhexopyranosyl]oxy}olean-12-en-28-yl)hexopyranose; ΔMass: -882.4615 Da],C9 H17 N O4,203.11557,204.12284,1.346,NA,No results
Feature1021,NA,C9 H11 N O4,197.06862,198.07589,1.558,NA,No results
Feature1020,NA,C11 H19 N3 O5,273.13233,274.13961,3.072,NA,No results
Feature1019,NA,C16 H42 N5 O15 P3,637.18849,638.19576,1.542,NA,No results
Feature1018,NA,C5 H10 N2 O3,146.06902,147.07629,4.536,NA,No results
Feature1017,NA,C7 H24 N7 O P S2,317.12214,318.12942,1.145,NA,No results
Feature1016,NA,C7 H11 N O6,205.05844,206.06572,1.363,NA,No results
Feature1015,NA,C5 H17 N4 O3 P S,244.07533,245.08261,1.546,NA,No results
Feature1014,NA,C9 H15 N3 O5,245.10099,246.10826,1.351,NA,No results
Feature1013,NA,C8 H14 N2 O3,186.10033,187.10761,1.797,NA,No results
Feature1012,NA,NA,935.71965,936.72693,1.116,NA,No results
Feature1011,NA,C14 H32 O4 P2 S,358.1486,359.15588,1.562,NA,No results
Feature1010,NA,C2 H8 N6 O11 P2,353.97261,354.97989,6.406,NA,No results
Feature1009,2-Hydroxycinnamic acid,C9 H8 O3,146.03668,147.04396,4.283,mzCloud,No results
Feature1008,NA,C9 H14 N2 O6,246.08497,247.09224,1.442,NA,No results
Feature1007,NA,C9 H12 N2 O5 S,260.04648,261.05376,6.039,NA,No results
Feature1006,NA,C8 H15 N O3,173.10505,174.11233,1.487,NA,No results
Feature1005,NA,C2 H4 O17 S,331.91739,370.88054,1.245,NA,No results
Feature1004,NA,C17 H31 N2 O2 P3,388.15916,389.16643,1.176,NA,No results
Feature1003,NA,C5 H13 N O2,119.09449,120.10177,1.156,NA,No results
Feature1002,NA,NA,83.90392,84.9112,1.119,NA,No results
Feature1001,NA,C5 H16 N10 O6 S,344.09822,345.1055,1.501,NA,No results
Feature1000,NA,C5 H18 N9 O5 P,315.11755,316.12483,6.299,NA,No results
Feature0999,NA,C11 H14 N2 O5,254.0901,255.09737,1.911,NA,No results
Feature0998,NA,C4 H6 O2,86.03677,87.04404,3.5,NA,No results
Feature0997,NA,C7 H14 N2 O3,174.10031,175.10759,4.127,NA,No results
Feature0996,NA,C8 H11 N O4,185.06865,186.07592,1.593,NA,No results
Feature0995,NA,C7 H13 N3 O4,203.09045,204.09772,2.437,NA,No results
Feature0994,NA,NA,113.98024,132.01407,0.976,NA,No results
Feature0993,NA,C21 H34 N3 O2 P S,423.21146,424.21874,6.324,NA,No results
Feature0992,NA,C7 H14 N2 O4,190.09523,191.10251,1.45,NA,No results
Feature0991,NA,C8 H12 N2 O4,200.07947,201.08672,1.293,NA,No results
Feature0990,NA,C17 H27 N5 O7,413.19078,414.19806,6.59,NA,No results
Feature0989,NA,C11 H10 O2 S3,269.98529,270.99256,1.203,NA,No results
Feature0988,NA,C12 H16 N4 O2 S,280.09918,281.10646,7.666,NA,No results
Feature0987,NA,C21 H24 O15 S,548.08529,549.09256,1.547,NA,No results
Feature0986,NA,C10 H19 N O7,265.11586,266.12314,1.557,NA,No results
Feature0985,NA,C14 H27 N3 O6 S2,397.13382,398.1411,8.201,NA,No results
Feature0984,NA,C7 H5 N7,187.06077,188.06804,7.304,NA,No results
Feature0983,NA,C8 H18 N O2 P S3,287.02303,288.03031,1.171,NA,No results
Feature0982,NA,C15 H33 O2 P S,308.1945,309.20178,1.166,NA,No results
Feature0981,NA,C15 H36 N10 O13 P2,626.19321,627.20048,1.055,NA,No results
Feature0980,NA,C6 H12 N2 O4,176.07963,177.08691,2.667,NA,No results
Feature0979,NA,NA,272.1984,273.20568,17.957,NA,No results
Feature0978,NA,C7 H10 N2 O4,186.06393,187.07121,3.142,NA,No results
Feature0977,NA,C6 H9 N O5,175.04797,176.05525,3.045,NA,No results
Feature0976,NA,C7 H11 N O6,205.05852,206.06579,2.713,NA,No results
Feature0975,NA,C8 H13 N O5,203.0792,204.08648,1.142,NA,No results
Feature0974,NA,C6 H9 N3 O3,171.06425,172.07152,1.513,NA,No results
Feature0973,NA,C2 H3 Cl N2 O15,329.92355,330.93083,0.977,NA,No results
Feature0972,NA,C11 H21 N O6,263.13576,264.14303,1.43,NA,No results
Feature0971,NA,C9 H16 N2 O2 S2,248.06422,249.07149,1.374,NA,No results
Feature0970,NA,C14 H18 N2 O6,310.11629,311.12356,7.881,NA,No results
Feature0969,NA,C9 H15 N3 O6,261.09585,262.10312,1.324,NA,No results
Feature0968,NA,C10 H17 N3 O7,291.10616,292.11344,1.406,NA,No results
Feature0967,NA,C16 H9 Cl O P2 S4,441.87076,442.87804,0.978,NA,No results
Feature0966,NA,C15 H28 N4 O5,344.20571,345.21298,1.564,NA,No results
Feature0965,NA,C10 H18 N2 O5,246.12138,247.12866,7.258,NA,No results
Feature0964,NA,C10 H17 N O4,215.11558,216.12286,8.333,NA,No results
Feature0963,NA,C9 H16 N2 O4,216.11082,217.11809,1.562,NA,No results
Feature0962,Methylphenidate,C14 H19 N O2,233.13736,234.14464,1.049,mzCloud,No results
Feature0961,NA,C20 H19 N O8 P2 S4,590.94627,591.95355,6.401,NA,No results
Feature0960,NA,C9 H17 P S3,252.02235,253.02963,5.748,NA,No results
Feature0959,NA,C6 H9 N O2,127.06321,145.09706,1.147,NA,No results
Feature0958,NA,C28 H26 N4 O10 S,610.13572,611.143,6.297,NA,No results
Feature0957,NA,C9 H19 P S3,254.03799,255.04527,1.231,NA,No results
Feature0956,NA,C20 H18 N8 O S,418.13086,419.13813,8.216,NA,No results
Feature0955,NA,C13 H24 N P S,257.13732,258.14459,6.979,NA,No results
Feature0954,NA,C2 H7 Cl N2 O9 S2,301.92861,302.93588,0.977,NA,No results
Feature0953,NA,C8 H13 N O3,171.08946,172.09673,6.817,NA,No results
Feature0952,NA,C11 H20 N2 O3,228.14716,229.15443,7.822,NA,No results
Feature0951,NA,C15 H28 N10 S2,412.19548,413.20275,6.757,NA,No results
Feature0950,Proline,C5 H9 N O2,115.06324,116.07052,2.721,mzCloud,No results
Feature0949,NA,C11 H17 N3 O6,287.11153,288.11879,2.107,NA,No results
Feature0948,NA,C7 H12 N2 O3 S,204.05667,205.06395,4.786,NA,No results
Feature0947,NA,C18 H31 N8 O6 P3 S2,612.10374,613.11102,6.533,NA,No results
Feature0946,NA,C6 H3 N3 O6 S,244.97511,245.98239,2.381,NA,No results
Feature0945,NA,C24 H55 N2 O8 P3 S,624.28672,625.294,7.2,NA,No results
Feature0944,NA,C16 H41 N6 O14 P,572.24401,573.25128,7.021,NA,No results
Feature0943,NA,C15 H15 N5 O6,361.10077,362.10804,3.213,NA,No results
Feature0942,NA,NA,180.01873,181.02601,3.853,NA,No results
Feature0941,NA,C6 H10 O5,162.05267,163.05997,1.198,NA,No results
Feature0940,NA,C6 H11 N3 O2,157.08505,158.09233,3.636,NA,No results
Feature0939,NA,NA,300.11078,301.11806,14.164,NA,No results
Feature0938,NA,C8 H8 O9 S,279.98794,280.99522,1.308,NA,No results
Feature0937,NA,C5 H17 N9 O P2,281.10415,282.11143,14.131,NA,No results
Feature0936,NA,C5 H11 N3 O,129.09011,130.09739,2.221,NA,No results
Feature0935,NA,C27 H30 O15 S3,690.07364,691.08091,5.588,NA,No results
Feature0934,NA,C13 H22 N4 O6,330.15381,331.16109,3.556,NA,No results
Feature0933,NA,C3 H6 O10,201.99553,203.00281,2.38,NA,No results
Feature0932,NA,C8 H13 N O2,155.09442,173.12821,8.055,NA,No results
Feature0931,Uracil,C4 H4 N2 O2,112.02714,113.03442,6.119,mzCloud,No results
Feature0930,NA,NA,127.01186,128.01914,0.974,NA,No results
Feature0929,NA,C19 H38 N3 P S,371.25297,372.26025,1.055,NA,No results
Feature0928,NA,C11 H17 N O4,227.11482,228.12228,1.337,NA,No results
Feature0927,NA,C4 H9 N O3,119.0581,120.06537,1.369,NA,No results
Feature0926,NA,C10 H15 N3,177.12644,178.13371,8.708,NA,No results
Feature0925,NA,C10 H22 N2 O5,250.15268,251.15996,1.05,NA,No results
Feature0924,NA,C12 H25 N3 O4,275.18417,276.19145,1.322,NA,No results
Feature0923,NA,C8 H18 O13 P2 S2,447.96466,448.97194,1.323,NA,No results
Feature0922,NA,C6 H12 O4 S,180.04552,181.0528,2.056,NA,No results
Feature0921,NA,C12 H20 O5 P2 S,338.05134,339.05862,6.339,NA,No results
Feature0920,NA,C10 H17 N O6,247.10535,248.11263,1.557,NA,No results
Feature0919,NA,C7 H13 N O5,191.07923,192.0865,1.541,NA,No results
Feature0918,NA,C11 H19 N3 O6,289.12723,290.13451,3.542,NA,No results
Feature0917,NA,C5 H14 N2 O7,214.08021,215.08749,1.012,NA,No results
Feature0916,NA,C5 H6 O4,130.02652,131.0338,2.75,NA,No results
Feature0915,NA,C12 H11 Cl O3 S5,397.89833,398.9056,0.977,NA,No results
Feature0914,NA,C26 H35 N7 O3 P2 S2,619.17147,620.17874,6.645,NA,No results
Feature0913,NA,C7 H10 O,110.07302,128.10685,8.599,NA,No results
Feature0912,NA,C12 H20 N P S,241.10602,259.13985,1.556,NA,No results
Feature0911,NA,C7 H13 N4 O P3 S3,357.94721,358.95449,6.402,NA,No results
Feature0910,NA,C15 H17 N O8,339.09518,340.10245,10.826,NA,No results
Feature0909,NA,C8 H18 O5,194.11561,195.12293,7.353,NA,No results
Feature0908,NA,C9 H16 N2 O5,232.10575,233.11303,2.195,NA,No results
Feature0907,NA,C7 H8 N10 O,248.08828,249.09557,1.132,NA,No results
Feature0906,NA,C9 H20 N4 O4,248.14821,249.15549,1.426,NA,No results
Feature0905,NA,C10 H11 N3 O8,301.05603,302.06331,1.386,NA,No results
Feature0904,NA,C12 H12 N9 O3 P,361.07851,362.08579,6.544,NA,No results
Feature0903,NA,C7 H15 N3 O2,173.1163,174.12357,6.079,NA,No results
Feature0902,NA,C4 H8 O5,136.03706,137.04432,1.392,NA,No results
Feature0901,NA,C13 H13 N2 O P3,306.02515,307.03237,3.077,NA,No results
Feature0900,NA,C6 H19 N10 O2 P,294.14255000000003,295.14983,1.125,NA,No results
Feature0899,NA,C3 H5 N3 O2,115.03807,116.04535,1.38,NA,No results
Feature0898,NA,C10 H16 N2 O6,260.10069,261.10797,1.714,NA,No results
Feature0897,NA,C12 H21 N2 O P S,272.11192,273.11919,1.515,NA,No results
Feature0896,NA,C9 H15 N3 O5,245.10091,246.10819,1.478,NA,No results
Feature0895,NA,C5 H13 N O5,167.07924,168.08652,1.496,NA,No results
Feature0894,NA,C16 H33 N O17 P2,573.1217,574.12898,7.636,NA,No results
Feature0893,NA,C9 H11 N O6 S,261.03056,262.03784,5.05,NA,No results
Feature0892,NA,C6 H12 O3,132.07854,133.08581,6.866,NA,No results
Feature0891,NA,C24 H21 N5 O2 S,443.14199,444.14927,13.934,NA,No results
Feature0890,NA,C11 H18 N2 O5,258.12143,259.12871,3.131,NA,No results
Feature0889,NA,C7 H24 N7 O7 P,349.14829,350.15557,1.391,NA,No results
Feature0888,NA,C6 H7 N3 O6 P2,278.98011,279.98739,1.201,NA,No results
Feature0887,NA,C11 H20 N2 O5,260.13701,261.14429,9.391,NA,No results
Feature0886,NA,C16 H27 O7 P,362.14757,363.15484,4.28,NA,No results
Feature0885,NA,C9 H10 N2 O3,194.06895,195.07622,6.18,NA,No results
Feature0884,NA,C8 H17 N3 O4,219.12177,220.12905,1.017,NA,No results
Feature0883,NA,C9 H12 S3,216.01114,217.01842,2.382,NA,No results
Feature0882,NA,C10 H23 N9 O11,445.15152,446.1588,1.277,NA,No results
Feature0881,NA,C7 H13 N O2,143.09454,161.12836,1.052,NA,No results
Feature0880,"N-({[5-(tert-butyl)-1-(2,4,6-trichlorophenyl)-1H-pyrazol-3-yl]carbonyl}oxy)benzamide",C21 H18 Cl3 N3 O3,360.1756,361.18287,2.638,mzCloud,No results
Feature0879,NA,C6 H11 O8 P,242.01893,260.05277,1.343,NA,No results
Feature0878,NA,C7 H15 N O6,209.08971,210.09699,1.332,NA,No results
Feature0877,NA,C10 H19 N O7,265.11594,266.12322,1.44,NA,No results
Feature0876,NA,C5 H17 N6 O6 P S2,352.0384,353.04567,4.747,NA,No results
Feature0875,NA,C9 H10 N2 O3,194.069,212.10283,5.767,NA,No results
Feature0874,NA,C6 H7 N5 O,165.06498,166.07226,4.052,NA,No results
Feature0873,NA,C8 H15 N O6 S,253.06181,254.06908,1.354,NA,No results
Feature0872,NA,C9 H17 N5 O2,227.13808,228.14535,2.881,NA,No results
Feature0871,NA,C11 H19 N3 O5,273.13231,274.13959,1.02,NA,No results
Feature0870,NA,C7 H17 N5 O S,219.11527,220.12255,3.378,NA,No results
Feature0869,NA,C6 H15 N9 O4 P2,339.07345,340.08073,1.387,NA,No results
Feature0868,NA,C7 H13 N3 O5,219.08534,220.09263,1.175,NA,No results
Feature0867,NA,NA,105.94201,106.94928,1.114,NA,No results
Feature0866,NA,C11 H21 O P S,232.10562,233.1129,1.555,NA,No results
Feature0865,NA,C6 H N4 O2 P S,223.95633,224.96361,1.362,NA,No results
Feature0864,NA,C7 H11 N O4,173.06867,191.10249,1.45,NA,No results
Feature0863,NA,C9 H26 N9 O8 P S2,483.10907,484.11635,5.586,NA,No results
Feature0862,NA,C9 H15 N5 O3,241.11828,242.12459,1.385,NA,No results
Feature0861,NA,C5 H4 O2,96.021,97.0283,1.546,NA,No results
Feature0860,NA,C3 H N2 O6 P,191.95673,192.96401,2.382,NA,No results
Feature0859,NA,C9 H15 N3 O2,197.11624,198.12352,1.392,NA,No results
Feature0858,NA,C10 H21 O P S,220.1057,221.11297,1.412,NA,No results
Feature0857,NA,C18 H28 N4 O18 P2,650.08839,651.09566,6.501,NA,No results
Feature0856,NA,C4 H4 Cl N4 O3 P3,283.918,284.92528,0.977,NA,No results
Feature0855,NA,NA,281.16248,282.16976,14.729,NA,No results
Feature0854,NA,C9 H18 N4 O3,230.13778,231.14506,3.951,NA,No results
Feature0853,NA,C12 H27 N2 O10 P S2,454.08255,455.08983,6.106,NA,No results
Feature0852,NA,C10 H14 N2 O5,242.0901,243.09739,1.719,NA,No results
Feature0851,NA,C14 H20 N2 O4 S2,344.08499,345.09227,8.834,NA,No results
Feature0850,NA,C11 H21 N5 O7,335.1439,336.15118,1.349,NA,No results
Feature0849,NA,C8 H13 N O5,203.07912,242.0422,1.248,NA,No results
Feature0848,NA,C9 H14 N2 O5,230.09011,231.09739,2.798,NA,No results
Feature0847,NA,C10 H13 N O8,275.06388,276.07116,4.788,NA,No results
Feature0846,NA,C9 H17 N O5,219.11045,220.11772,1.565,NA,No results
Feature0845,NA,C8 H17 N O3,175.12071,176.12798,6.816,NA,No results
Feature0844,NA,C5 H5 N5,135.05432,136.0616,6.476,NA,No results
Feature0843,NA,C11 H23 N O S2,249.12101,250.12829,2.381,NA,No results
Feature0842,NA,C7 H11 O5 P S,238.00674,239.01402,2.434,NA,No results
Feature0841,NA,C9 H16 N2 O5 S,264.0778,265.08508,4.731,NA,No results
Feature0840,NA,C15 H19 N O6,309.12104,310.12832,7.748,NA,No results
Feature0839,NA,C8 H14 N2 O3,186.10037,187.10764,1.973,NA,No results
Feature0838,NP-015114,C11 H19 N O6,261.12107,262.12835,3.642,mzCloud,No results
Feature0837,"[Similar to: 2-oxa-4-azatetracyclo[6.3.1.1~6,10~.0~1,5~]tridecan-3-one; ΔMass: -0.0518 Da]",C6 H11 N O6,193.05846,194.06574,1.5,NA,No results
Feature0836,NA,C7 H10 N8 O6 S2,366.01763,367.02491,4.746,NA,No results
Feature0835,NA,C4 H6 N6 O5 P2,279.9879,280.9952,1.204,NA,No results
Feature0834,NA,C8 H12 N2 O4,200.07952,201.08679,5.732,NA,No results
Feature0833,NA,C9 H13 N O3,183.08941,184.09669,6.703,NA,No results
Feature0832,NA,C6 H8 N2 O4,172.04827,173.05553,2.151,NA,No results
Feature0831,NA,C17 H26 N4 O6,382.18506,383.19234,7.218,NA,No results
Feature0830,NA,C16 H31 N O11,413.19084,414.19812,6.4,NA,No results
Feature0829,NA,C5 H6 N2 O4 P2 S,251.95113,290.91427,1.245,NA,No results
Feature0828,NA,C15 H34 N9 O14 P S2,659.14099,660.14827,6.541,NA,No results
Feature0827,NA,C12 H22 N8 O11 S2,518.08573,519.09301,1.29,NA,No results
Feature0826,NA,C6 H19 N9 O7 P2 S2,455.0319,456.03917,2.785,NA,No results
Feature0825,NA,C10 H26 N9 O13 P3,573.0871,574.09437,4.548,NA,No results
Feature0824,NA,C7 H14 N2 O3,174.10033,175.10761,3.078,NA,No results
Feature0823,NA,C4 H11 N O5,153.0636,154.07088,1.392,NA,No results
Feature0822,NA,NA,130.01155,131.01882,0.977,NA,No results
Feature0821,NA,C8 H10 N2 O3,182.06905,183.07633,3.018,NA,No results
Feature0820,NA,C9 H17 N4 O3 P,260.10411,261.11138,3.375,NA,No results
Feature0819,NA,C10 H10 Cl N3,207.05638,208.06366,3.254,NA,No results
Feature0818,NA,NA,172.10284,173.11011,1.563,NA,No results
Feature0817,NA,C20 H18 N7 O14 P,611.06617,612.07344,6.177,NA,No results
Feature0816,NA,C9 H15 N3 O2,197.11622,198.12349,1.547,NA,No results
Feature0815,NA,NA,254.15235,255.15963,3.374,NA,No results
Feature0814,NA,C4 H4 O,68.02618,69.03346,1.499,NA,No results
Feature0813,NA,C9 H19 N O4,205.13131,206.13859,3.636,NA,No results
Feature0812,NA,C8 H16 N2 O3,188.116,189.12327,3.773,NA,No results
Feature0811,NA,C6 H5 O6 P,203.98313,204.99041,1.171,NA,No results
Feature0810,NA,C8 H15 O4 P S,238.0431,239.05038,1.05,NA,No results
Feature0809,NA,C20 H8 N10 O8 P2 S,609.97114,610.97842,1.526,NA,No results
Feature0808,NA,C10 H18 N2 O5,246.12138,247.12866,2.955,NA,No results
Feature0807,NA,C18 H34 N2 O13,486.20586,487.21315,1.063,NA,No results
Feature0806,NA,C6 H9 N3 O3 S,203.03625,204.04353,1.543,NA,No results
Feature0805,NA,C10 H14 N2 O5,242.09009,243.09736,7.624,NA,No results
Feature0804,NA,C7 H10 N4 O,166.08538,167.09266,2.111,NA,No results
Feature0803,NA,C11 H12 N2 O3,220.0846,221.09188,5.896,NA,No results
Feature0802,NA,C6 H11 N O4 S,193.04072,194.04799,1.739,NA,No results
Feature0801,NA,C14 H20 N2 O6,312.1319,313.13918,5.674,NA,No results
Feature0800,NA,C7 H10 N2 O2,154.07416,155.08143,2.629,NA,No results
Feature0799,NA,C4 H5 N3 O,111.04313,112.05041,5.957,NA,No results
Feature0798,NA,C18 H27 N O4 P2,383.14248,384.1498,1.495,NA,No results
Feature0797,NA,C10 H12 N4 O6,284.07544,285.08272,7.338,NA,No results
Feature0796,NA,C7 H15 N O3,161.1051,162.11238,2.168,NA,No results
Feature0795,NA,C6 H6 N2 O3,154.03771,172.07153,1.514,NA,No results
Feature0794,NA,C4 H7 N O,85.05268,86.05999,1.164,NA,No results
Feature0793,NA,NA,350.20475,351.21242,1.154,NA,No results
Feature0792,NA,C20 H36 N O8 P S,481.19049,482.19776,1.451,NA,No results
Feature0791,NA,C11 H34 N8 O8 P2,468.19512,469.20241,1.161,NA,No results
Feature0790,NA,C11 H27 N4 O8 P3,436.10424,437.11154,1.076,NA,No results
Feature0789,NA,C9 H19 N3 O3,217.14243,218.14971,1.052,NA,No results
Feature0788,NA,C9 H12 N2 O2,180.08972,181.09699,7.599,NA,No results
Feature0787,NA,C15 H24 N6 O3,336.18942,337.1967,1.171,NA,No results
Feature0786,NA,C4 H11 N2 O15 P,357.98932,358.99659,1.207,NA,No results
Feature0785,NA,C19 H18 N8 O16,614.0833,615.09058,6.532,NA,No results
Feature0784,NA,C21 H23 N7 O4,437.17955,438.18683,7.663,NA,No results
Feature0783,NA,C7 H20 N10 O2 S2,340.12238,341.12966,1.054,NA,No results
Feature0782,NA,C10 H17 N3 O6,275.11151,276.11878,1.389,NA,No results
Feature0781,NA,C3 H9 N7 O3 S2,255.02205,256.02933,3.4,NA,No results
Feature0780,NA,NA,227.09038,228.09767,1.556,NA,No results
Feature0779,NA,C9 H7 N,129.05772,130.065,8.832,NA,No results
Feature0778,NA,C8 H15 N3 O4,217.1061,218.11337,3.236,NA,No results
Feature0777,NA,C7 H17 N7 O2 P2,293.093,294.10028,6.318,NA,No results
Feature0776,NA,C12 H27 N O8,313.17351,314.18078,9.894,NA,No results
Feature0775,NA,C6 H13 P S3,211.99105,212.99834,1.171,NA,No results
Feature0774,NA,NA,195.05299,196.06027,1.38,NA,No results
Feature0773,NA,C7 H11 N O4 S,205.04072,206.04799,6.213,NA,No results
Feature0772,NA,C14 H20 N10 O10,488.13876,489.14604,4.746,NA,No results
Feature0771,NA,C11 H21 N3 O4,259.15305,260.16033,4.729,NA,No results
Feature0770,NA,C14 H27 N4 O10 P3,504.09167,505.09894,1.078,NA,No results
Feature0769,NA,C8 H15 N3 O4,217.10611,218.11339,2.668,NA,No results
Feature0768,NA,C11 H20 N4 O6,304.13812,305.14539,2.092,NA,No results
Feature0767,NA,C27 H40 N9 O2 P3,615.24988,616.25715,6.335,NA,No results
Feature0766,NA,C9 H7 N O4,193.03731,194.04459,4.789,NA,No results
Feature0765,NA,NA,67.97484,68.98212,0.975,NA,No results
Feature0764,NA,C9 H16 N8 O3 P2 S2,410.02615,411.03343,1.077,NA,No results
Feature0763,NA,C10 H15 N3 O,193.12126,194.12854,6.998,NA,No results
Feature0762,NA,C9 H27 N7 O2 P2 S,359.14258,360.14983,1.552,NA,No results
Feature0761,NA,C8 H22 N10 O13 S,498.10886,499.11614,6.854,NA,No results
Feature0760,NA,C4 H8 O4,120.04217,121.04944,3.036,NA,No results
